Year,TradeFlowName,TradeValueK,first,second,third,fourth
2017,Import,261.26,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Footwear, except rubber: Other"
2018,Export,144123.328,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Footwear, except rubber: Other"
2018,Import,129.775,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Footwear, except rubber: Other"
2019,Export,173389.57,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Footwear, except rubber: Other"
2019,Import,185.23,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Footwear, except rubber: Other"
2008,Export,303088.746,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2008,Import,78.4,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2009,Export,211640.442,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2009,Import,128.099,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2010,Export,185918.693,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2010,Import,62.066,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2011,Export,127542.37,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2011,Import,1543.059,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2012,Export,100767.394,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2012,Import,526.354,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2013,Export,100674.791,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2013,Import,438.587,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2014,Export,105611.367,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2014,Import,45.521,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2015,Export,106176.281,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2015,Import,9.744,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2016,Export,126258.262,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2016,Import,352.29,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2017,Export,107474.135,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2017,Import,216.766,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2018,Export,95702.108,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2018,Import,95.186,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2019,Export,113669.946,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2019,Import,131.065,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","House slippers, nspf"
2008,Export,119708.484,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2008,Import,46.054,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2009,Export,88501.546,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2009,Import,17.391,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2010,Export,92008.472,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2010,Import,61.786,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2011,Export,73967.235,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2011,Import,19.527,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2012,Export,57909.516,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2012,Import,12.526,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2013,Export,54464.559,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2013,Import,30.393,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2014,Export,53242.578,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2014,Import,2.728,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2015,Export,48191.255,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2015,Import,39.64,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2016,Export,62999.495,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2016,Import,23.645,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2017,Export,50576.293,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2017,Import,24.956,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2018,Export,38893.02,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2018,Import,19.047,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2019,Export,46223.019,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2019,Import,45.545,Manufactured commodities not identi,Leather and leather products,"Footwear, except rubber","Men's footwear, nspf; work footwear"
2008,Export,0.472,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2008,Import,35.745,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2009,Import,110.41,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2010,Export,1.142,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2010,Import,286.451,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2011,Export,0.429,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2011,Import,252.231,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2012,Export,0.276,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2012,Import,342.251,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2013,Export,75.97,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2013,Import,88.753,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2014,Export,25.282,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2014,Import,169.806,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2015,Export,2.97,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2015,Import,214.61,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2016,Export,16.538,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2016,Import,7.774,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2017,Export,17.028,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2017,Import,7.599,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2018,Export,5.631,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2018,Import,34.788,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2019,Export,22.131,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2019,Import,16.567,Manufactured commodities not identi,Leather and leather products,"Gloves, leather","Gloves, leather: Other"
2008,Export,0.472,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2008,Import,35.745,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2009,Import,110.41,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2010,Export,1.142,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2010,Import,286.451,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2011,Export,0.429,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2011,Import,252.231,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2012,Export,0.276,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2012,Import,342.251,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2013,Export,75.97,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2013,Import,88.753,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2014,Export,25.282,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2014,Import,169.806,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2015,Export,2.97,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2015,Import,214.61,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2016,Export,16.538,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2016,Import,7.774,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2017,Export,17.028,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2017,Import,7.599,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2018,Export,5.631,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2018,Import,34.788,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2019,Export,22.131,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2019,Import,16.567,Manufactured commodities not identi,Leather and leather products,"Gloves, leather",Leather gloves and mittens
2008,Export,498.406,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2008,Export,732.926,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2008,Import,1193.393,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2008,Import,1015.331,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2009,Export,348.017,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2009,Export,213.241,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2009,Import,1343.542,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2009,Import,866.622,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2010,Export,665.985,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2010,Export,341.544,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2010,Import,1962.133,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2010,Import,1223.215,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2011,Export,473.269,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2011,Export,145.611,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2011,Import,2385.046,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2011,Import,1482.792,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2012,Export,593.362,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2012,Export,272.231,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2012,Import,1439.886,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2012,Import,1086.885,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2013,Export,603.515,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2013,Export,201.375,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2013,Import,986.419,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2013,Import,880.258,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2014,Export,170.435,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2014,Export,554.183,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2014,Import,983.392,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2014,Import,1595.481,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2015,Export,1402.315,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2015,Export,630.181,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2015,Import,754.839,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2015,Import,1231.204,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2016,Export,349.696,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2016,Export,595.991,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2016,Import,501.381,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2016,Import,915.181,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2017,Export,709.325,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2017,Export,836.294,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2017,Import,461.243,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2017,Import,468.904,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2017,Import,287.484,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2018,Export,104.901,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2018,Export,739.929,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2018,Import,769.303,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2018,Import,339.316,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2018,Import,645.73,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2019,Export,155.587,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2019,Export,776.042,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2019,Import,763.232,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2019,Import,367.289,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2019,Import,833.339,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia","Luggage of leather, textile materia: Other"
2008,Export,498.406,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2008,Export,732.926,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2008,Import,1193.393,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2008,Import,1015.331,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2009,Export,348.017,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2009,Export,213.241,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2009,Import,1343.542,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2009,Import,866.622,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2010,Export,665.985,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2010,Export,341.544,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2010,Import,1962.133,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2010,Import,1223.215,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2011,Export,473.269,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2011,Export,145.611,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2011,Import,2385.046,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2011,Import,1482.792,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2012,Export,593.362,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2012,Export,272.231,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2012,Import,1439.886,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2012,Import,1086.885,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2013,Export,603.515,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2013,Export,201.375,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2013,Import,986.419,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2013,Import,880.258,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2014,Export,170.435,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2014,Export,554.183,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2014,Import,983.392,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2014,Import,1595.481,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2015,Export,1402.315,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2015,Export,630.181,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2015,Import,754.839,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2015,Import,1231.204,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2016,Export,349.696,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2016,Export,595.991,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2016,Import,501.381,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2016,Import,915.181,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2017,Export,709.325,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2017,Export,836.294,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2017,Import,461.243,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2017,Import,468.904,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2017,Import,287.484,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2018,Export,104.901,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2018,Export,739.929,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2018,Import,769.303,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2018,Import,339.316,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2018,Import,645.73,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2019,Export,155.587,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2019,Export,776.042,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2019,Import,763.232,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2019,Import,367.289,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2019,Import,833.339,Manufactured commodities not identi,Leather and leather products,"Luggage of leather, textile materia",Luggage
2008,Export,1303.986,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2008,Export,60.669,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2008,Import,652.397,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2008,Import,128.803,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2009,Export,1232.938,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2009,Export,53.726,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2009,Import,493.341,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2009,Import,117.591,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2010,Export,1081.147,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2010,Export,36.002,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2010,Import,769.667,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2010,Import,288.957,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2011,Export,845.623,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2011,Export,45.776,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2011,Import,1630.988,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2011,Import,693.374,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2012,Export,831.396,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2012,Export,191.352,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2012,Import,1068.947,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2012,Import,610.786,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2013,Export,1269.204,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2013,Export,508.32,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2013,Import,419.093,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2013,Import,802.638,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2014,Export,1701.882,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2014,Export,488.835,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2014,Import,812.298,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2014,Import,870.741,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2015,Export,1579.194,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2015,Export,294.45,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2015,Export,0.365,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2015,Import,601.481,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2015,Import,690.204,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2016,Export,734.243,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2016,Export,741.806,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2016,Import,154.333,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2016,Import,336.382,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2017,Export,2556.371,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2017,Export,331.657,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2017,Import,851.751,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2017,Import,244.046,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2017,Import,112.117,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2018,Export,940.868,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2018,Export,192.876,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2018,Import,530.479,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2018,Import,323.116,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2018,Import,123.403,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2019,Export,1140.14,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2019,Export,255.032,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2019,Import,485.95,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2019,Import,386.602,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2019,Import,71.242,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Handbags and other personal leather: Other
2008,Export,1303.986,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Women's handbags and purses
2008,Import,652.133,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Women's handbags and purses
2009,Export,1232.938,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Women's handbags and purses
2009,Import,471.588,Manufactured commodities not identi,Leather and leather products,Handbags and other personal leather,Women's handbags and purses
